sentence,relation,head,head_offset,tail,tail_offset
《多彩中国话》是全国首档六省齐力打造，由汪涵、马可主持，大咖鼎力加盟，保护非物质文化明星动员节目,主持人,多彩中国话,1,汪涵,20
《马场大亨》，是1993年电视广播有限公司（tvb）出品，由韦家辉监制，黄日华、蔡少芬、陈秀雯，梁佩玲主演,出品公司,马场大亨,1,电视广播有限公司,13
《梦》是罗大佑创作并演唱的歌曲，收录在1988年专辑《爱人同志》当中,所属专辑,梦,1,爱人同志,27
《珊瑚海》是周杰伦与梁心颐合唱的一首歌曲，由周杰伦作曲，方文山作词，收录在周杰伦2005年发行的专辑《十一月的萧邦》中,所属专辑,珊瑚海,1,十一月的萧邦,51
《快乐地想你》是台湾歌手蔡旻佑所演唱的单曲，由葛大为作词，蔡旻佑作曲，收录于蔡旻佑2015年12月18日发行的专辑《我和我的布拉姆斯》中,所属专辑,快乐地想你,1,我和我的布拉姆斯,58
《朝南宿舍》是湖北广播电视总台电视影视频道于2009年拍摄的一部描写大学生活的电视剧，也是中国第一部印上“90后”标签的室内轻喜剧,出品公司,朝南宿舍,1,湖北广播电视总台,7
《钱塘潮江南春》是马小倩的音乐作品，收录在《爱的秘笈》专辑中,所属专辑,钱塘潮江南春,1,爱的秘笈,22
《救赎》是筋斗云的音乐作品，收录在《同名专辑》专辑中,所属专辑,救赎,1,同名专辑,18
爱你一生够不够是叶欢演唱歌曲，所属专辑名：《你让我悲伤又欢喜》,所属专辑,爱你一生够不够,0,你让我悲伤又欢喜,22
3苦孩子体弱受欺负本·魏德于1923年2月1日出生在加拿大魁北克省的蒙特利尔市的一个波兰犹太移民家庭1,祖籍,本·魏德,9,波兰,42
@南京玄武警方在线3月2日消息，一男子威胁“在南京紫金山着日军军服拍照滋事”的举报人，被警方行政拘留7日,所在城市,紫金山,25,南京,1
《舌战》是各阶层人士一起进行的访谈评论性节目，过去由“艺能审判人金九拉、姜龙锡、朴智允、许智雄、李允锡以及金希澈6人共同担任主持,主持人,舌战,1,李允锡,48
宝塚歌剧团在籍期间曾出演过多部舞台剧，退团后，在音乐剧《吸血鬼之舞》、富士电视剧《早子小姐单身中》、nhk电视剧《公主小屋》、电影《超高速！参勤交代》中均有出色表现,出品公司,公主小屋,57,nhk,50
三里屯是北京最早的酒吧群落，这里出现第一家酒吧是在1989年，三里屯地区最早的酒吧出现在南三里屯，而形成气候、名声最响的是三里屯北街,所在城市,三里屯,0,北京,4
《 陪我做梦 》是一首由李敏作词，中村幸代作曲，舒文编曲，歌手王杰演唱的歌曲，收录在专辑《giving》中，由英皇娱乐于2000年1月18日发行,所属专辑,陪我做梦,2,《giving》,44
许嵩在他的专辑《梦游计》里有这么一首歌——《全球变冷》，令人印象最深刻的就是这句，“表情无喜无悲的冷漠，是这座城市的符咒”，仔细一想才发现，现实就是如此,所属专辑,全球变冷,22,梦游计,8
关之琳祖籍辽宁沈阳，中学毕业后她加入丽的电视成为艺员，开始拍戏，因和李连杰主演了《黄飞鸿》系列电影出名，她在里面饰演“十三姨”，后来关之琳也参演了很多电影，直到2009年，关之琳宣布息影，之后便很少出现在荧幕上了,祖籍,关之琳,0,辽宁沈阳,5
《鬼吹灯之黄皮子坟》改编自天下霸唱的小说《鬼吹灯》系列第二部第一卷，是由企鹅影视、耀客传媒、七印象文化传媒、万达影视等出品，管虎、费振翔执导，冯骥、徐速编剧，阮经天、徐璐、郝好、刘潮、李玉洁、尚铁龙、胡晓光等人主演的冒险题材网剧,出品公司,鬼吹灯之黄皮子坟,1,耀客传媒,41
谢娜公布怀孕后不久，便暂停了《快乐大本营》的主持工作，没有娜姐在的快本，笑点少了许多，收视率也是直线下滑,主持人,快乐大本营,15,谢娜,0
《机器猫》是新裤子的音乐作品，收录在《我们是自动的》专辑中,所属专辑,机器猫,1,我们是自动的,19
此次，陈佳全新创作专辑《老杰迷》强势来袭，其中第二主打歌《新周董的十二新作》经过陈佳反复修改以全新的摇滚曲风震撼推出,所属专辑,新周董的十二新作,29,老杰迷,12
2010年，贺红梅开始主持央视午间节目《新闻30分》,主持人,新闻30分,20,贺红梅,6
2017年腾讯动漫首次引入授权日本小学馆的正版漫画，包括《名侦探柯南》、《魔笛》、《深夜食堂》等经典作品,出品公司,名侦探柯南,29,小学馆,17
《千娇百美》是收录于张国荣专辑《一切随风》中的一首歌曲，是张国荣后期很好听的一首歌,所属专辑,千娇百美,1,一切随风,16
《army》是英国女歌手埃利·古尔丁演唱的歌曲，收录于她的第三张录音室专辑狂喜(delirium)，并于2016年1月9日作为英国二单，在英国单曲榜夺得第20名,所属专辑,army,1,delirium,40
"礼士胡同位于北京市东城区东南部，东起朝阳门南小街，西至东四南大街，南有支巷通演乐胡同、灯草胡同，北有支巷通前拐棒胡同,属朝阳门街道办事处管辖",所在城市,礼士胡同,0,北京市,6
傅友德——宿州相城(今安徽淮北)人，元末参加了红巾军起义，先后在刘福通、陈友谅麾下为将，但一直不得重用，后归顺朱元璋，一路南征北战，由从偏裨升为大将,祖籍,傅友德,0,宿州相城,5
《不凡的改变》是由江苏卫视、酷娱影视联合制作的大型原创音乐创意秀节目，由李响担当主持,主持人,不凡的改变,1,李响,36
《妥协》是蔡依林演唱的一首歌曲，由蒋笃全作词，阿沁（f.i.r）作曲，收录于专辑《花蝴蝶》中,所属专辑,妥协,1,花蝴蝶,41
节目形式节目内容《蜜食记》将结合自媒体美食内容深耕厨房场景的特点，以“达人网红觅食故事和暖意人生的蜜事情感”为叙述主线，用“蜜”破题，在美女旅厨达人汪聪的带领下，与个性美食小蜜共同呈现充满温情的暖意人生和不一样的美食故事,主持人,蜜食记,9,汪聪,74
《最伤心的人》作为曾春年同名专辑首支主打曲目，其抢眼程度不言而喻,所属专辑,最伤心的人,1,曾春年,9
《风度》是由汪苏泷填词、作曲并演唱的一首歌曲，收录在汪苏泷发行的专辑《万有引力》中,所属专辑,风度,1,万有引力,35
1歌曲《心在云上飞》是由歌手乌兰托娅演唱的一首歌曲，所属专辑《我在草原等你来》,所属专辑,心在云上飞,4,我在草原等你来,31
李经纬，1938年5月生，祖籍山东寿光,祖籍,李经纬,0,山东寿光,15
作品《男人1》是流行歌手文杰和音乐人王觉合唱的一首歌曲，由王觉担任词曲创作，收录在文杰同名专辑《男人ep》中,所属专辑,男人,3,男人ep,48
请你不要爱我是周子寒的发布的专辑《听说你离开他》中的一首歌曲,所属专辑,请你不要爱我,0,听说你离开他,17
《得不到的爱》是一首由辛葆琏作词作曲，并由梁咏琪演唱的一首歌曲，被收录在梁咏琪《新居》专辑里,所属专辑,得不到的爱,1,新居,40
3.王思聪，王思聪：出生于辽宁省大连市，祖籍四川省广元市苍溪县元坝镇，王健林的独子，北京普思投资有限公司董事长、ig电子竞技俱乐部创始人、万达集团董事、网络红人,祖籍,王思聪,2,四川省广元市苍溪县元坝镇,22
王恒岳，北京人，祖籍辽宁省旅顺，音乐专业毕业，曾为广州军区战士文工团演员、42军某部加农营副教导员,祖籍,王恒岳,0,辽宁省旅顺,10
《雷锋的故事》 由沈阳春秋动漫文化有限公司精心打造的30集国产三维动画片《雷锋的故事》，将家喻户晓的“雷锋精神”搬上大屏幕，耗资2100万，相当于画面每秒400元，但豆瓣评分才2.7，真是屌爆了《钢铁侠》 网友批评该作品疑似抄袭了日本动画《铁胆火车侠》，这部动画片于2011年8月曾宣传在100多家省市电视台开播，看过这部动画的人都说它堪称渣渣中的渣渣《大嘴巴嘟嘟》 央视少儿频道推出系列卡通片《大嘴巴嘟嘟》，制作方称这是一部关注现代儿童成长的大型原创动画片，主要人物为一位聪明绝顶、模仿能力超强的5岁幼儿园小朋友“大嘴巴嘟嘟”的成长故事，网友吐槽：看到这个我已经吐槽不能了,出品公司,雷锋的故事,1,沈阳春秋动漫文化有限公司,9
《别问我爱你不爱》是由李玲玉演唱的一首歌曲，收录在《甜甜甜特辑》专辑里,所属专辑,别问我爱你不爱,1,甜甜甜特辑,26
《坏掉的恋曲》是魏如萱的音乐作品，收录在《没有星期五的无人岛》专辑中,所属专辑,坏掉的恋曲,1,没有星期五的无人岛,21
《黑猫警长之翡翠之星》是中国上海电影集团有限公司、上海美术电影制片厂2015年出品的动画电影，由于胜军任总导演，李彧编剧，电影延续了动画的剧情，在画风上也极为相似5,出品公司,黑猫警长,1,上海美术电影制片厂,25
1兰钦，女，祖籍山东青岛，现定居河北保定,祖籍,兰钦,1,山东青岛,8
其中，中国观众最熟悉的，是由东京movie新社出品的《咪咪流浪记》，本条目的正文主要介绍这一版本,出品公司,咪咪流浪记,27,东京movie新社,14
《骚东坡》（又名《风流才子苏东坡》），2001年香港亚洲电视制作的剧集，是郑则士继《肥猫正传》后又一力作，郑则士饰演苏轼，圆圆的肚皮就似是装满一肚子墨水的古装版大文豪，除了文采风流，更重情重义，对爱过的三个女人元配、继室、妻妾情深情长，因好食而喜钻研饮食之道，性格幽默风趣,出品公司,骚东坡,1,香港亚洲电视,24
"2、《中国故事》《中国故事》（the story of china）由英国广播公司（bbc）制作，以外国人的视角讲述了中国过去4,000多年的历史，由英国著名历史学家迈克尔·伍德主持",出品公司,中国故事,3,英国广播公司（bbc）,35
《你只有一个》是徐洁儿的音乐作品，收录在《徐婕儿demo作品集》专辑中,所属专辑,你只有一个,1,徐婕儿demo作品集,21
众评委讲述电影情节 冠军卢霆希梦想与王家卫合作　作为电影频道出品的知名节目，《创意星空》自开播来，凭借其专业的眼光、严格的选拨，早已名扬海内外，不仅赢得了业内的一致好评，也成为年轻人当中颇受关注的一档大型节目,出品公司,创意星空,39,电影频道,26
《风中飘落相思雨》是朱妍的音乐作品，收录在《你是我爱的风景线》专辑中,所属专辑,风中飘落相思雨,1,你是我爱的风景线,22
《爱了恨了我认了》是孟杨的音乐作品，收录在《女人别把青春当无所谓》专辑中,所属专辑,爱了恨了我认了,1,女人别把青春当无所谓,22
时代的五年级熟男，孙鹏、庹宗康及屈中恒共同入主三立都会台全新晚间十一点线【国光帮帮忙】，三个自称「年近四十」的男子将在节目中剖析男人心里到底在想什么,主持人,国光帮帮忙,37,庹宗康,12
人物简介范文阳，男，1965年生，祖籍重庆,祖籍,范文阳,4,重庆,19
《心情记者》是华语歌手元若蓝专辑《爱x无限大》里的一首单曲,所属专辑,心情记者,1,爱x无限大,17
《北斗双雄》（英语：angels and devils）是1983年香港电视广播有限公司制作的20集时装电视剧，李鼎伦监制，周润发等主演,出品公司,北斗双雄,1,香港电视广播有限公司,34
江美琪首张创作专辑《房间》第二波主打高唱《完美分手》，在拍摄《完美分手》音乐录影带时，由于剧情描述男女分手后的情绪，导演陈映之担心小美的演技，想安排女模担任，没想到小美自告奋勇，其中的一场哭戏更是让小美情绪大崩溃，哭到不能自已，就连喊卡后也无法停止，工作人员就让小美在哭了半小时，回来后小美表示：“哭完好舒服,所属专辑,完美分手,21,房间,10
《飘帅》是由浙江华策影视股份有限公司联合南京飞扬影视文化公司、南京军区政治部电视艺术中心、南京祥乐会文化传媒有限公司出品的四十集近代革命历史剧,出品公司,飘帅,1,浙江华策影视股份有限公司,6
《婚变》是北京大唐辉煌影业公司出品的家庭伦理情感剧,出品公司,婚变,1,北京大唐辉煌影业公司,5
由华纳兄弟、传奇影业、腾讯影业联合出品的《金刚：骷髅岛》入围最佳视觉效果，这是继《魔兽》以后，传奇影业和腾讯影业合作出品的第二个影视项目,出品公司,金刚：骷髅岛,21,传奇影业,6
