sentence,attribute,entity,entity_offset,attribute_value,attribute_value_offset
冯长云，男，汉族，1948年10月出生，天津市人，现任天津市工商行政管理局副巡视员,民族,冯长云,0,汉族,6
冯长云，男，汉族，1948年10月出生，天津市人，现任天津市工商行政管理局副巡视员,民族,任天,26,汉族,6
九、王阳明王守仁(1472年10月31日—1529年1月9日)，字伯安，别号阳明，是明代著名的军事家、哲学家、思想家、文学家和教育家,字,王守仁,5,伯安,33
职业生涯阴钰辰出身八一女篮，身高183cm，司职前锋，在2007年她转会新晋建立的云南女篮担任队长，并为云南女篮从乙级联赛晋升WCBA立下汗马功劳，而且面容清秀、身材姣好的她也往往能吸引众多球迷的目光,身高,阴钰辰,4,183cm,16
李双喜，男，汉族，1964年5月生，河北省邯郸市人，1984年7月加入中国共产党，1982年9月参加工作，中央党校在职研究生班经济管理专业毕业，中央党校在职研究生学历,民族,李双喜,0,汉族,6
程宗良，男，汉族，云南昭阳人，1963年4月出生，党校本科学历，现任昭通市司法局公证律师科科长,民族,程宗良,0,汉族,6
《赌城风云第4季》是2006年上市的一部电影，由：莫莉·西姆斯 / Nikki / Cox / 乔许·杜哈明 / 詹姆斯·凯恩主演,上映时间,赌城风云第4季,1,2006年,10
剧名：后生可畏类型：时装播放时间：1985年7月29日监制：伍润泉编审：彭济材主演：黄日华、刘嘉玲、汤镇业、关菊英、石坚、吴夏萍、罗兰、苏杏璇、蓝天集数：20,上映时间,后生可畏,3,1985年7月29日,17
【“王公”谢安简介】谢安（320－385），晋元帝大兴2年（公元320年）农历十一月廿六日诞生，浙江绍兴人，祖籍陈郡阳夏（今河南太康），字安石，号东山,字,谢安,5,安石,69
周永祝，男，1951年5月23日生，汉族，中共党员，初中学历，瓦房店市公路管理段段长，瓦房店市交通局副局长,民族,周永祝,0,汉族,18
"基本资料球员:罗多尔夫  生日:1989年9月15日  身高:167cm  体重:55kg  加盟日期:2010-1  球衣号码:113  国籍:墨西哥  效力球队:莫雷利亚  场上位置:中场球队阵容前锋  罗哈斯,卡洛斯",身高,罗多尔夫,7,167cm,31
2001年出演电视剧《都市山歌》进入演艺圈，2006年吴佳尼与马景涛在拍摄电视剧《封神榜之凤鸣岐山》时日久生情，2007年2月14日，两人在上海登记结婚,上映时间,都市山歌,11,2001,0
苗宏伟，男，汉族，1963年5月生，天津市人，1986年7月加入中国共产党，1983年9月参加工作，中央党校在职研究生班法学理论专业毕业，中央党校研究生学历,民族,苗宏伟,0,汉族,6
段海清，男，汉族，湖南省郴州市苏仙区人，1960年10月出生，1984年8月参加工作，1985年8月入党，湖南省委党校行政管理大专毕业,民族,段海清,0,汉族,6
姓　名：程冰仙  性　别：女  民　族：汉族  籍　贯：四川长寿  出生年月：1906年  牺牲日期：同时受“五四”运动的洗礼，启迪了她的革命思想，使她看到了新世纪的曙光，在以后的革命岁月中，她积极要求，思想更加成熟，被批准加入中国共产党,民族,程冰仙,4,汉族,20
人物生平元怀（488-517年），字宣义，北魏孝文帝元宏第五子，宣武帝元恪的同母弟，母为高照容,朝代,元怀,4,北魏,21
人物生平元怀（488-517年），字宣义，北魏孝文帝元宏第五子，宣武帝元恪的同母弟，母为高照容,字,元怀,4,宣义,18
2009年上映的《过客人生》由三篇故事所构成,上映时间,过客人生,9,2009年,0
袁仕平，男，汉族，生于1963年10月，四川蓬溪人，大学文化,民族,袁仕平,0,汉族,6
郭西河，男，汉族，1930年生，河南偃师市人，中共党员，1985年修业于中国书画函大,民族,郭西河,0,汉族,6
龚伟兵，男，汉族，湖南双峰人，1970年1月出生，1990年8月参加工作，1990年04月加入中国共产党，本科学历,民族,龚伟兵,0,汉族,6
鸣人之死》，于2007年08月04日上映，讲述了鸣人参加任务保护紫苑以及她们家族的故事,上映时间,鸣人之死,0,2007年08月04日,7
陈文杰，男，汉族， 1955年2月出生，惠东梁化人，大专学历，1974年7月参加工作，1984年9月加入中国共产党,民族,陈文杰,0,汉族,6
东汉女史学家、文学家，史学家班彪之女、班固之妹，十四岁嫁同郡曹世叔为妻，故后世亦称“曹大家”,朝代,班固,19,东汉,0
龙政，男，汉族，1954年10月出生，湖北省浠水县人，1978年8月参加工作，1974年1月加入中国共产党，大学本科学历，硕士学位，研究员,民族,龙政,0,汉族,5
《爱在战火中》（Loves In The War），是2008年上映的，朱正导演的，王乃讯编剧的，葛鹏燕担任制片的，孙茜、李万年、赛克、刘铁涌、刘研等主演的电视剧,上映时间,爱在战火中,1,2008年,27
何绍彩（1829-1892），字星庭，学子文，清道州（今湖南道县）东门村人,字,何绍彩,0,星庭,16
高文彬，男，汉族，1978年7月生，大学学历，中共党员，2000年7月参加工作，现任南腊中学副校长，中共勐仑镇党委委员、副书记（挂职）,民族,文彬,1,汉族,6
高文彬，男，汉族，1978年7月生，大学学历，中共党员，2000年7月参加工作，现任南腊中学副校长，中共勐仑镇党委委员、副书记（挂职）,民族,高文彬,0,汉族,6
高文彬，男，汉族，1978年7月生，大学学历，中共党员，2000年7月参加工作，现任南腊中学副校长，中共勐仑镇党委委员、副书记（挂职）,民族,文彬,1,汉,6
个人简介姓名：希金博特汉姆　身高: 183cm  体重: 78kg  生日: 1978,身高,希金博特汉姆,7,183cm,18
乐不思蜀某日司马昭设宴款待刘禅，嘱咐演奏蜀中乐曲，并以歌舞助兴时，蜀汉旧臣们想起亡国之痛，个个掩面或低头流泪,朝代,刘禅,13,蜀汉,33
胡云腾，男，汉族，1955年9月生，安徽霍邱人，1971年9月参加工作，1985年4月加入中国共产党，中国人民大学刑法专业毕业，研究生学历，法学博士学位,民族,胡云腾,0,汉族,6
2345公元765年，唐朝官员仆固怀恩反叛，引吐蕃、回纥入寇，郭子仪在骑说服回纥，唐军骑兵联合回纥，大破吐蕃,朝代,郭子仪,31,唐朝,11
新干线大爆破，日本电影名，1975年上映，导演为佐藤纯弥,上映时间,新干线大爆破,0,1975年,13
吴亚松，男，藏族，1963年9月出生，四川阿坝人，中央党校大学学历，法律专业，1996年9月加入中国共产党，1978年10月参加工作,民族,吴亚松,0,藏族,6
2003年3月，当14岁的谈杨从武汉来到绿城，他已经有180cm的身高，到了2007年，他长到了196cm,身高,谈杨,13,196cm,48
陈锦荣，男，1971年4月出生，汉族，江苏镇江人,民族,陈锦荣,0,汉族,16
宋建云，男，汉族，1971年2月生，云南祥云人，大学学历，1990年7月参加工作，2004年10月加入中国共产党,民族,宋建云,0,汉族,6
周建，男，1953年11月出生，汉族，山东梁山人，法学硕士，工程师,民族,周建,0,汉族,16
袁赋谌（1633—1689）字仲方，号信庵，明河南睢州（今睢县）人,字,袁赋谌,0,仲方,15
"哈维尔·索托马约尔是古巴国家队的一员，出生于古巴，身高194cm,体重80kg",身高,哈维尔·索托马约尔,0,194cm,27
1余焰炉，男，汉族，1953年3月生，安徽宿松人，21977年7月参加工作，中共党员，研究生学历,民族,余焰炉,1,汉族,7
奥格邦纳，意大利/尼日利亚人1988年5月23日出生于Cassino (FR)，身高189cm，足球运动员，场上施职中卫，现效力都灵足球俱乐部，曾效力于克罗托内足球俱乐部，有转会纪录,身高,奥格邦纳,0,189cm,42
基本资料球员:鲁蒙蒙  生日:1983年5月29日  身高:167cm  体重:61kg  球衣号码:5  国籍:新加坡  效力球队:后港联  场上位置:后卫  前度效力球队:芽笼联队  曾经效力球队:芽笼联队球队阵容前锋  巴西特,身高,鲁蒙蒙,7,167cm,30
《现在，很想见你》（いま、会いにゆきます），是日本TBS电视台于2005年7月3日首播的电视剧,上映时间,现在，很想见你,1,2005年7月3日,32
马润勇，男，汉族，1961年出生,民族,马润勇,0,汉族,6
真人动画片就时常有新片被引进，比如2010年上映的《爱丽丝梦游仙境》，最近三年内相继上映的两部《帕丁顿熊》，感觉都还蛮好看的，甚至有时比纯动画片还能赢得影迷好评,上映时间,爱丽丝梦游仙境,26,2010年,17
人物简介李宁，男，1952年3月出生，汉族，大学学历，中共党员,民族,李宁,4,汉族,19
简历苏伟雄，男，1962年3月出生，汉族，广东省新兴县人，学历研究生，1983年7月参加工作，1984年12月加入中国共产党，现任县人大常委会副主任、总工会主席,民族,苏伟雄,2,汉族,18
着白衣的是哥哥曹仁，字子孝，他不但精通枪刀，而且擅使弓箭，能在万马奔腾中，射取指挥官,字,曹仁,7,子孝,11
基本资料球员:弗里德兰  生日:1981年10月3日  身高:173cm  加盟日期:2010  球衣号码:6  国籍:美国  效力球队:明尼苏达风暴  场上位置:后卫  前度效力球队:肯萨斯巫师  曾经效力球队:肯萨斯巫师,身高,弗里德兰,7,173cm,31
基本资料球员:贺美  生日:1986年1月12日  身高:187cm  体重:77kg  球衣号码:8  国籍:罗马尼亚  效力球队:锡比乌托尼亚  场上位置:中场球队阵容前锋  L,身高,贺美,7,187cm,29
徐家保，男，1963年4月生，汉族，安徽舒城县人，省委党校研究生学历，1988年6月加入中国共产党，1982年8月参加工作,民族,徐家保,0,汉族,15
《澡堂老板家的男人们》是韩国KBS电视台于1995年11月18日起播出周末连续剧，由郑乙永导演，金秀贤编剧，李顺载、姜富子、张勇、高斗心等主演,上映时间,澡堂老板家的男人们,1,1995年11月18日,21
李兰、女，汉族，1964年10月出生，中共党员，大学学历，高级管理人员工商管理硕士学位，高级经济师,民族,李兰,0,汉族,5
1999年，周星驰自导自演了带有自传性质的喜剧片《喜剧之王》,上映时间,喜剧之王,25,1999年,0
王思芦，女，汉族，硕士，讲师，1981年2月出生，四川乐山人，党员,民族,王思芦,0,汉族,6
《四级杀人狂》是1995年上映的中国惊悚电影，由侯献岳执导，吴家丽、秦豪等主演,上映时间,四级杀人狂,1,1995年,8
刘玉栋，汉族，男，1971年出生在山东省庆云县齐周务村,民族,刘玉栋,0,汉族,4
陈珍梅，女，汉族，1963年4月出生，1983年9月参加工作，成县人，大专学历，中共党员,民族,陈珍梅,0,汉族,6
于来山，男，汉族，1952年12月生，湖南益阳人，1976年8月参加工作，1972年1月入党，中央党校研究生学历,民族,于来山,0,汉族,6
人物生平早年经历明朝弘治初年，毛伯温游历至广东省惠州府博罗县主簿丁震家，丁震对毛伯温一见深器，就收留了他，并供他读了三年书,朝代,毛伯温,15,明朝,8
创立背景沃尔玛百货有限公司由美国零售业的传奇人物山姆·沃尔顿先生于1962年在阿肯色州成立,创始人,沃尔玛百货有限公司,4,山姆·沃尔顿,24
梁德军，男，1971年5月生，侗族，籍贯广西三江，中共党员，在职大学学历，1994年10月参加工作，2013年6月至今任三江侗族自治县古宜镇党委书记，拟任副处级领导职务,民族,梁德军,0,侗族,15
沈蓓莉，女，汉族，1963年6月出生于上海，英国萨塞克斯大学毕业，研究生学历，文学硕士学位,民族,沈蓓莉,0,汉族,6
李英洛，导演，主要作品有1993年上映的《李洛夫奇案》,上映时间,李洛夫奇案,21,1993,12
兰博基尼(Lamborghini)是一家坐落于意大利圣亚加塔·波隆尼（Sant'Agata Bolognese）的跑车制造商，公司由费鲁吉欧·兰博基尼在1963年创立,创始人,兰博基尼,0,费鲁吉欧·兰博基尼,66
3.《三国演义》中桃园三结义的三弟兄分别是使用双股锏的刘备， 使青龙偃月刀的关羽和使丈八蛇矛枪的张飞,朝代,刘备,27,三国,3
人物简介雷松美，女，畲族，曾任浙江省景宁畲族自治县文化局副局长，该县政协二、三、四、五届常委委员,民族,雷松美,4,畲族,10
基本资料球员:比瓦  生日:1993年1月13日  身高:175cm  加盟日期:2011-7  球衣号码:14  国籍:波黑  效力球队:萨格勒布  场上位置:后卫  前度效力球队:比路普  曾经效力球队:比路普球队阵容前锋  K,身高,比瓦,7,175cm,29
